PLANNED_PICKING_DEADLINE_TS,KEY_TRUCK_TRIP,TRUCK_TRIP_ID,PLANNED_FRAME_STACK_ID
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc49-BOTH-COOLED;679eb5b008f24d0e866e6dc4c-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbcb-BOTH-AMBIENT;679eb5b008f24d0e866e6dbc6-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc47-BOTH-AMBIENT;679eb5b008f24d0e866e6dc44-BOTH-AMBIENT
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc47-BOTH-COOLED;679eb5b008f24d0e866e6dc44-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dbcb-BOTH-COOLED;679eb5b008f24d0e866e6dbc6-BOTH-COOLED
2025-02-24 06:34:00.000,eafcc0108140e794903747ee726f985c,tps-ebsgko7x-FC-FC9-2,679eb5b008f24d0e866e6dc40-BOTH-COOLED;679eb5b008f24d0e866e6dc45-BOTH-COOLED
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eee1-BOTH-AMBIENT;679eb5b608f24d0e866e6eee2-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede0-BOTH-AMBIENT;679eb5b608f24d0e866e6ede4-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6eda1-BOTH-AMBIENT;679eb5b608f24d0e866e6eda6-BOTH-AMBIENT
2025-02-24 07:08:00.000,ada6436feed45acc040d802399c10957,tps-ebsgko7x-FC-FC9-3,679eb5b608f24d0e866e6ede0-BOTH-COOLED;679eb5b608f24d0e866e6ede4-BOTH-COOLED
